Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
d62_63,Social benefits and social transfers in kind,D62_63,,419,D62_63=D62+D63
gd62,"Social benefits in cash, excluding other social insurance pension benefits [IMF GFSM definition]",GD62,,420,GD62=D621+D6222+D623
d62,Social benefits other than social transfers in kind,D62,,421,
oct,"Social benefits other than social transfers in kind + social transfers in kind, purchased market production + subsidies payable + current taxes on income, wealth, etc. + other taxes on production + property income other than interest + other current transfers",OCT,,422,OCT = OSP-D3 C+OOCT
d6m,Social benefits other than social transfers in kind and social transfers in kind - purchased market production,D6M,,423,D6M=D62+D632
osp,Social benefits other than social transfers in kind and social transfers in kind - purchased market production + current transfers to NPISHs,OSP,,424,OSP = D.62 D+ D.632 +D751= D6M+D751
gd6m,"Social benefits, excluding other social insurance pension benefits and social transfers in kind - non-market production [IMF GFSM definition]",GD6M,,425,GD6M=D621+D6222+D623+D632; GD6M=GD6M1+GD6M2+GD6M3
d6l,"Social contribution and social benefits, other than social transfer in kind",D6L,,426,D6L=D61+D62
d6,Social contributions and social benefits,D6,,427,
gd61,"Social contributions, excluding employment related schemes' pension contribution [IMF GFSM definition]",GD61,,428,GD61=GD61A+GD61B
d61sc,Social insurance scheme service charges (-),D61SC,,429,
d6132a1,Social security actual nonpension contributions by employees,D6132A1,,430,
d6112a,Social security actual nonpension contributions by employers,D6112A,,431,
d6132a2,Social security actual nonpension contributions by self-employed or nonemployed,D6132A2,,432,
d6131a1,Social security actual pension contributions by employees,D6131A1,,433,
d6111a,Social security actual pension contributions by employers,D6111A,,434,
d6131a2,Social security actual pension contributions by self-employed or nonemployed,D6131A2,,435,
gd6m1,Social security benefits,GD6M1,,436,GD6M1=D621+D6321
d621,Social security benefits in cash,D621,,437,
gd61a,Social security contributions,GD61A,,438,GD61A=GD61A1+GD61A2+GD61A3+GD61A4
gd61a1,"Social security contributions, employee contributions",GD61A1,,439,GD61A1=D6131A1+D6132A1
gd61a2,"Social security contributions, employer contributions",GD61A2,,440,GD61A2=D6111A+D6112A
gd61a3,"Social security contributions, self-employed or nonemployed contributions",GD61A3,,441,GD61A3=D6131A2+D6132A2
gd61a4,"Social security contributions, unallocable contributions",GD61A4,,442,
d6212,Social security non-pension benefits in cash,D6212,,443,
d6211,Social security pension benefits,D6211,,444,
d63,Social transfers in kind,D63,,445,
d631,Social transfers in kind - non-market production,D631,,446,
d632,Social transfers in kind - purchased market production,D632,,447,
d6322,"Social transfers in kind - purchased market production, employment-related schemes",D6322,,448,
d6323,"Social transfers in kind - purchased market production, social assistance",D6323,,449,
d6321,"Social transfers in kind - purchased market production, social security",D6321,,450,
d6k,"Social transfers, other than social transfers in kind minus net social contributions",D6K,,451,D62(credit)-D61(debit)
d214b,Stamp taxes,D214B,,452,
ya3,Statistical discrepancies in Stock Flow Adjustment,YA3,,453,
ya0,Statistical discrepancy (expenditure approach),YA0,,454,
ya2,Statistical discrepancy (income approach),YA2,,455,
ya1,Statistical discrepancy (production approach),YA1,,456,
d3,Subsidies,D3,,457,
d31,Subsidies on products,D31,,458,
d31p,"Subsidies on products, payable (positive sign, for reporting in GFS presentation)",D31P,,459,
gd3noa,"Subsidies, other than for own-account capital formation",GD3NOA,,460,GD3NOA=D3(credit)-P5OA42
d3p,"Subsidies, payable (positive sign, for reporting in GFS presentation)",D3P,,461,
odd,Tax burden = total receipts from taxes and compulsory social contributions after deduction of amounts assessed but unlikely to be collected,ODD,,462,
d212,Taxes and duties on imports excluding Value Added Tax,D212,,463,
d21x31,Taxes less subsidies on products,D21X31,,464,
d21x31x211,Taxes less subsidies on products  excluding VAT,D21X31X211,,465,
d91a,Taxes on capital transfers,D91A,,466,
d51d2,Taxes on corporations' winnings from lottery or gambling,D51D2,,467,
d214e,Taxes on entertainment,D214E,,468,
d214c,Taxes on financial and capital transactions,D214C,,469,
d2s,Taxes on goods and services,D2S,,470,D2S=D21M+D2122T4B+D214J+D21O+D2Q+D2R
d51c,Taxes on holding gains,D51C,,471,
d51c2,Taxes on holding gains of corporations,D51C2,,472,
d2122,Taxes on imports excluding Value Added Tax and duties,D2122,,473,
d51,Taxes on income,D51,,474,
d995c,Taxes on income assessed but unlikely to be collected,D995C,,475,
d51g2,"Taxes on income, payable by corporations and other enterprises",D51G2,,476,D51G2=D51O+D51D2
d51g1,"Taxes on income, payable by individuals",D51G1,,477,D51G1=D51M+D51D1
d51c1,Taxes on individual or household holding gains,D51C1,,478,
d51a,Taxes on individual or household income excluding holding gains,D51A,,479,
d51m,Taxes on individual or household income including holding gains,D51M,,480,D51M=D51A+D51C1
d51d1,Taxes on individuals' winnings from lottery or gambling,D51D1,,481,
d214g,Taxes on insurance premiums,D214G,,482,
d2u,Taxes on international trade and transactions,D2U,,483,D2U=D212K+D21O+D21P+D213C+D213D+D2T
d29d,Taxes on international transactions,D29D,,484,
d29a,"Taxes on land, buildings or other structures",D29A,,485,
d214f,"Taxes on lotteries, gambling and betting",D214F,,486,
d29f,Taxes on pollution,D29F,,487,
d2,Taxes on production and imports,D2,,488,
d2x3,Taxes on production and imports less subsidies,D2X3,,489,
d2noa,"Taxes on production and imports, other than for own-account capital formation",D2NOA,,490,D2NOA=D2(debit)-P5OA41
d21,Taxes on products,D21,,491,
d995a,Taxes on products assessed but unlikely to be collected,D995A,,492,
d214,"Taxes on products except Value Added Tax, import and export taxes",D214,,493,
d21eu,"Taxes on products involving EU Institutions, traditional EU own resources (custom and agricultural duties)",D21EU,,494,
dk,Taxes on property,DK,,495,DK=DK1+DK2+DK3+D91A+D91B
d2122e,Taxes on specific services,D2122E,,496,
d21n,Taxes on specific services,D21N,,497,D21N=D214E+D214F+D214G+D214H
d51b,Taxes on the income or profits of corporations excluding holding gains,D51B,,498,
d51o,Taxes on the income or profits of corporations including holding gains,D51O,,499,D51O=D51B+D51C2
d29b,Taxes on the use of fixed assets,D29B,,500,
d29b1,Taxes on the use of motor vehicles,D29B1,,501,
d29b2,Taxes on the use of other machinery or equipment,D29B2,,502,
dl,Taxes on use of goods and on permission to use goods and perform activities,DL,,503,DL=DL1+DL2
d51d,Taxes on winnings from lottery or gambling,D51D,,504,
d213c,Taxes resulting from multiple exchange rate regimes,D213C,,505,
ptot,Term of trade,PTOT,,506,(P6.V/P6.L)/(P7.V/P7.L)*100
gdxn,Time of recording and other differences in DDA analysis (ECB concept),GDXN,,507,GDXN=GDXB9 - FR6 - other flows
oke,Total capital expenditure,OKE,,508,OKE = P51G+P52+P53+NP+D9 C
tu312,"Total change in assets, acquisitions of non-financial assets accounts",TU312,,509,
tu311,"Total change in assets, change in net worth due to saving and capital:  transfers account",TU311,,510,
tr312,"Total change in liabilities and net worth, acquisitions of non-financ:i al assets accounts",TR312,,511,
tr311,"Total change in liabilities and net worth, change in net worth due to:  saving and capital transfers account",TR311,,512,
oce,Total current expenditure,OCE,,513,OCE = OCT+D41 D+D1 D+P2 D
ocr,Total current revenue,OCR,,514,OCR= D5+D2+D61+OOCR+P11+P12+P131
p3t6,Total demand,P3T6,,515,P3T6=P3+P5+P6
emp,Total employment,EMP,,516,
d21q,Total exchange taxes,D21Q,,517,D21Q=D213D+D59E1
d21l,Total excises,D21L,,518,D21L=D2122C+D214A
otek,"Total expenditure other than Compensation of employees, Social benefits and social transfers in kind for products supplied to HH via market producers, Intermediate consumption and Gross fixed capital formation",OTEK,,519,OTEK=OTE-D1-D6O-P51-P2
gotee,Total expense,GOTEE,,520,GOTEE=GD1+GP2+P51M+GD41+D3+DG+GD6M+GOOE
tfu,Total final use,TFU,,521,
p3t5,Total final domestic demand,P3T5,,522,P3T5=P3+P5
ote,Total government expenditure,OTE,,523,
gote,Total government expenditure [IMF GFSM definition],GOTE,,524,GOTEG=GOTEE+P5NP
ooe,"Total government expenditure excluding: interest, calls on guarantees, capital injections recorded as capital transfers",OOE,,525,OOE=OTE-D41-D99CG-D99CI
ooee,"Total government expenditure excluding: interest, calls on guarantees, capital injections recorded as capital transfers, capital transfers recorded in the context of asset purchases",OOEE,,526,OOEE=OTE-D41-D99CG-D99CI-D99IMA
otr,Total government revenue,OTR,,527,
gotr,Total government revenue [IMF GFSM definition],GOTR,,528,GOTR=ODA+GD61+DG+GOOR
oesa95,Total impact of differences in definitions between ESA2010 and ESA95 on GNI,OESA95,,529,
tuadj,Total intermediate consumption/final use,TUADJ,,530,
ptc,Total payable tax credits,PTC,,531,
pop,Total population,POP,,532,
rtot,Total rate (PIM),RTOT,,533,RTOT = RDEP + RRET + RREV
otsr,Total receipts from taxes and social contributions,OTSR,,534,
odc,Total receipts from taxes and social contributions (including imputed social contributions) after deduction of amounts assessed but unlikely to be collected,ODC,,535,
odb,Total receipts from taxes and social contributions after deduction of amounts assessed but unlikely to be collected,ODB,,536,
tr212,Total resources allocation of primary income account,TR212,,537,
tr211,Total resources generation of income account,TR211,,538,
tr1,Total resources production account,TR1,,539,
tr22,Total resources secondary distribution of income account,TR22,,540,
tr241,Total resources use of disposable income account,TR241,,541,
d21k,Total sales taxes,D21K,,542,D21K=D2122D+D214I1
ts,Total supply,TS,,543,
oda,Total tax receipts,ODA,,544,
d21o,Total taxes on exports,D21O,,545,D21O=D213A+D214K
tu,Total use,TU,,546,
tu212,Total uses allocation of primary income account,TU212,,547,
tu211,Total uses generation of income account,TU211,,548,
tu1,Total uses production account,TU1,,549,
tu22,Total uses secondary distribution of income account,TU22,,550,
tu241,Total uses use of disposable income account,TU241,,551,
d29c,Total wage bill and payroll taxes,D29C,,552,
ottm,Trade and transport margins,OTTM,,553,
ottm1,Trade margins,OTTM1,,554,
otgl,Trading gain or loss,OTGL,,555,
ysd1,Transaction imbalance,YSD1,,556,
t,Transactions,T,,557,
f,Transactions in financial assets and liabilities,F,,558,
p,Transactions in products,P,,559,
d81,Transfer of pension entitlements between schemes,D81,,560,
gd7z,Transfers not elsewhere classified,GD7Z,,561,"GD7Z(credit)=GD7R(credit)+D9O
GD7Z(debit)=GD7R(debit)+D9P"
ottm2,Transport margins,OTTM2,,562,
d214i2,Turnover and other general taxes on goods and services,D214I2,,563,
k4,Uncompensated seizures,K4,,564,
d29g,Under-compensation of Value Added Tax (flat rate system),D29G,,565,
une,Unemployed persons,UNE,,566,Registered unemployment
ulc_hw,Unit Labour Cost (based on hours worked),ULC_HW,,567,
ulc_ps,Unit Labour Cost (based on persons),ULC_PS,,568,
upr,Unit profits,UPR,,569,
_x,Unspecified,_X,,570,
gp2,Use of goods and services,GP2,,571,GP2=P2-P28-P29-P5OA2
d761,VAT-based third EU own resource,D761,,572,
d76,Value Added Tax and GNI - based EU own resources,D76,,573,D76 = D761+D762+D763
d211e,Value Added Tax paid to the EU (deprecated),D211E,,574,
b1gxp119,Value added excluding FISIM,B1GXP119,,575,only required if FISIM are not allocated
d211,Value added type taxes,D211,,576,
b1g,"Value added, gross",B1G,,577,
b1n,"Value added, net",B1N,,578,
d611v,Voluntary employers' actual social contributions,D611V,,579,
d613v,Voluntary households' actual social contributions,D613V,,580,
d11,Wages and salaries,D11,,581,
gd11a,"Wages and salaries in cash, excluding for own-account capital formation [IMF GFSM definition]",GD11A,,582,
gd11b,"Wages and salaries in kind, excluding for own-account capital formation [IMF GFSM definition]",GD11B,,583,
gd11,"Wages and salaries, excluding for own-account capital formation [IMF GFSM definition]",GD11,,584,"GD11=GD11A+GD11B
GD11=D11-P5OA11-P5OA12"
d422,Withdrawals from income of quasi-corporations,D422,,585,
orwb,Working balance,ORWB,,586,
orwb_e,Working balance (+/-) of entities not part of the subsector,ORWB_E,,587,
p61e,"goods sent abroad after processing (inward processing, ie. your country processes)",P61E,,588,
p61d,"goods sent abroad before processing (outward processing, ie. your country is the principal)",P61D,,589,
tc,of which payable tax credits that exceed the taxpayer's liability,TC,,590,
p62d,processing fees,P62D,,591,
